지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
108,2013-01-28,-3.5,-8.9,621,.2,1359,,,,,,,6.4,50,1919,4.3,70,2105,2.1,1791,-11.2,35,1405,56,2.7,1016.1,1028.7,1049,1026.1,1427,1027.1,10.2,3.7,1000,1.25,6.04,,,,,,6,4.1,-4,-12.7,-3.5,-2.6,-1.4,-.3,.7,3.7,5.5,12.6,16.1,,1.7,,
108,2013-01-29,2.2,-.3,1,3.7,1530,.33,,,,,0,5.5,70,38,4.1,70,40,2.7,2358,-4,56,35,63.5,4.6,1015.8,1027.9,2350,1025.7,1407,1026.6,10.3,0,1400,.3,1.8,,,,,,9.6,8,.4,-.6,-.1,-.6,-.4,-.2,.8,3.6,5.5,12.5,16,,.4,0,
108,2013-01-30,5.4,3.5,201,8.5,1531,,,,,,,5.7,70,1237,3.9,50,1304,2.1,1841,0,57,1532,68.8,6.1,1018.9,1030.8,1108,1027.8,4,1029.7,10.3,.7,1200,1.22,4.65,,,,,,7.9,5.5,1.2,.7,.7,-.2,-.2,-.1,.9,3.6,5.4,12.4,15.9,,.5,,
108,2013-01-31,7.4,3.7,748,11.5,1442,.25,,,,,0,10.6,50,2102,5.9,50,2107,2.9,2533,-.3,44,1419,59.5,6,1018.9,1032,849,1025.4,2241,1029.6,10.3,6.4,1200,1.3,7.45,,,,,,6.6,4.1,2.8,.7,1.6,-.1,-.1,0,.9,3.6,5.4,12.4,15.9,,1.8,18.5,
108,2013-02-01,7.3,3.7,2400,9.3,45,15.67,,,,,46.5,9.1,70,523,6.3,70,451,3.7,3232,4.8,46,130,85.8,8.7,1007.1,1025.6,1,1012.2,1506,1017.6,10.3,0,1500,.15,.64,,,,,,9.5,8.3,4.9,3.2,3.9,.8,0,0,5,3.5,5.4,12.3,15.9,,.2,28,.17
108,2013-02-02,-1.1,-4.5,2400,3.7,1,,,,,,,10.8,320,1441,6.7,320,1446,4.1,3564,-10.4,26,1438,52.1,3,1016.5,1030.6,2116,1020.3,1,1027.5,10.4,9.4,1200,1.99,12.19,,,,,,2.1,1.8,1.7,-5.6,.6,.2,0,0,.7,2.4,4.2,12.2,15.8,,2.6,,
108,2013-02-03,-3.2,-5.8,631,-1.1,1448,9.03,,,,,7.5,10.1,50,1722,6.9,50,1722,2.7,2325,-10.1,31,1415,62.3,3.1,1014.8,1031.5,253,1019.2,2358,1025.8,10.4,.2,1100,.84,2.7,9,2400,9,2400,9,7.9,6,-.7,-7.7,-.3,-.2,-.1,0,.8,2.8,4.4,12,15.8,,.1,14.9,
108,2013-02-04,-.8,-3.3,2357,2.5,1449,5.92,,,,,7.4,8.2,270,1155,5.2,290,1506,2.6,2270,-4.3,58,1454,77.1,4.5,1010.1,1026.7,2357,1015.3,512,1020.9,10.4,6.1,1400,1.51,8.18,7.7,555,16.5,555,7.7,5.4,4.5,.1,-7.8,.1,-.2,0,0,.9,3,4.6,11.9,15.8,,1.1,,
108,2013-02-05,-.6,-4,107,2.7,1507,8.92,,,,,4.5,6.7,50,1218,4.2,90,1118,2.4,2094,-4.3,55,1353,77,4.5,1010.8,1026.7,17,1017.6,2333,1021.7,10.5,0,1300,.82,3.16,1.5,2400,13.5,2400,1.5,8.4,6,0,-7.8,0,-.2,-.1,0,.9,3.1,4.7,11.8,15.7,,.1,6.6,
108,2013-02-06,-1.5,-3.1,2339,.2,1,4.33,,,,,2.1,7.6,290,503,5.2,290,511,3.3,2884,-5.4,62,1557,75,4.2,1007.9,1020.1,1045,1016.9,404,1018.8,10.5,5.8,1200,2.03,9.35,1.6,420,15.1,420,1.6,7.4,6.4,.1,-5,.2,-.2,-.1,0,1,3.2,4.8,11.8,15.7,,.7,0,
108,2013-02-07,-11.1,-13.8,2137,-2.6,104,1.5,,,,,0,12.7,290,623,8.2,290,716,5.5,4760,-21.5,28,431,42.5,1.1,1014.8,1030.7,2359,1018.7,102,1026.1,10.5,9.8,1200,2.13,13.63,0,225,12.9,1,0,1.3,.3,-.2,-14.5,-.3,-.2,0,0,1,3.3,4.9,11.8,15.6,,.9,,
108,2013-02-08,-11.5,-15.8,734,-6.1,1526,,,,,,,9.5,290,2,5.4,270,36,2.7,2321,-22.8,25,1314,39.3,1,1021.2,1034.9,1022,1030.5,111,1032.7,10.6,9.3,1200,2.11,12.85,,,12.7,1,,1.6,.9,-1.2,-18.1,-1.2,-.4,-.1,.1,1,3.3,4.9,11.7,15.6,,1.1,,
108,2013-02-09,-7.2,-12.3,718,-2.6,1544,,,,,,,6.1,290,1326,4,290,1329,1.8,1521,-14.8,39,1459,55.5,2,1017.4,1031.8,233,1026.6,1447,1028.7,10.6,8.9,1300,1.98,12.25,,,12.5,1,,3.6,2.4,-1.5,-15.1,-1.4,-.8,-.2,.1,1,3.3,4.9,11.6,15.5,,2.1,1.2,
108,2013-02-10,-4,-8.4,2346,-.5,1356,3,,,,,1.2,9.3,290,1327,6.3,290,1443,2.9,2487,-11.9,30,1608,56.6,2.6,1016,1030.2,2359,1025.5,544,1027.1,10.7,8.6,1300,1.9,11.62,1.2,625,13.4,625,1.2,3.5,3.3,-.7,-10.1,-.6,-.6,-.2,.1,1,3.3,4.9,11.6,15.5,,1.6,,
108,2013-02-11,-5.8,-10.4,700,-.9,1529,,,,,,,6.6,340,25,5,320,26,2.1,1844,-17.1,25,1618,41.8,1.6,1020.6,1033.9,1113,1029.9,11,1031.8,10.7,9.7,1200,2.15,13.63,,,11.3,1,,2.6,0,-1.5,-14.6,-1.4,-.9,-.3,.1,1.1,3.3,4.9,11.5,15.4,,1.4,,
108,2013-02-12,-3.8,-4.8,753,-1.9,1341,.25,,,,,0,10.2,250,1407,5.8,270,1412,2.3,2012,-11.6,28,1344,55.6,2.6,1015.2,1031.2,8,1023.5,1316,1026.2,10.7,.2,1000,.81,5.78,,,10.3,1,,8,2.8,-1.2,-6.7,-1,-.8,-.3,.1,1.1,3.3,4.9,11.5,15.3,,1.1,0,
108,2013-02-13,-1.3,-6.3,723,2.9,1454,,,,,,,7.1,270,1434,4.4,270,1436,2,1690,-8.6,33,1628,59.6,3.2,1016.8,1029.1,829,1026.4,1527,1027.8,10.8,9.3,1200,2.04,13.01,,,10,1,,3.3,1,-.9,-10.6,-.9,-.8,-.3,.1,1.1,3.3,4.8,11.4,15.3,,1.6,,
108,2013-02-14,1.1,-2.6,600,5.2,1452,,,,,,,7.5,320,1831,4.3,320,1831,2.3,2000,-5.9,42,1406,60.1,3.9,1014,1028.2,249,1022,2352,1024.9,10.8,7.4,1200,1.9,11.31,,,8.9,1,,6,.9,-.4,-5.1,-.3,-.4,-.2,.1,1,3.2,4.8,11.3,15.2,,1.6,,
108,2013-02-15,-1.2,-5.2,2339,1.5,1210,,,,,,,10.5,290,1613,6.4,290,1334,3.9,3385,-12,20,1517,48.4,2.8,1013.1,1027,2323,1021.8,15,1024,10.8,9.7,1200,2.22,14.35,,,6,1,,2.1,1.8,.1,-6.3,-.1,-.2,-.1,.1,1.1,3.3,4.8,11.3,15.2,,2.4,,
108,2013-02-16,-2.6,-7,632,2.6,1629,,,,,,,7.7,270,1727,5.5,290,1731,2.1,1787,-15.4,15,1602,38.8,1.9,1016.9,1030,1053,1026.1,2338,1027.9,10.9,9.6,1200,2.19,13.9,,,4.1,1,,2,0,-1.5,-9.8,-1.6,-1.1,-.3,.1,1.1,3.3,4.9,11.3,15.2,,2.3,0,
108,2013-02-17,2.3,-2.1,749,5.8,1740,.42,,,,,0,6.8,110,1030,4.6,70,818,2.5,2180,-9,26,1456,44.5,3.2,1010.2,1026.7,17,1016.4,2039,1020.9,10.9,3.6,1200,1.66,7.57,,,3.3,1,,9.3,8.3,-.3,-2.4,-.3,-.5,-.2,.1,1,3.2,4.7,11.2,15.1,,3.3,,
108,2013-02-18,.5,-2.5,2359,3.1,8,,,,,,,8.8,250,1526,5.8,320,1009,3.5,3062,-9,34,1911,49.8,3.2,1008.2,1022.4,2313,1016.5,415,1019,10.9,5.7,1100,1.8,10.1,,,.5,1,,6.9,2.6,.7,-3.2,.2,-.2,-.1,.1,1.1,3,3.8,11.1,15,,2,,
108,2013-02-19,-2.9,-7.1,2357,.6,1327,,,,,,,12.4,290,1523,7.7,270,1544,4,3469,-19.5,15,1019,27.5,1.3,1014.4,1028.5,2353,1022.2,1,1025.4,11,9.6,1200,2.29,14.59,,,,,,2,0,-.1,-7.5,-.9,-.5,-.1,.2,1.1,2.9,3.7,10.8,15,,2.6,,
108,2013-02-20,-4.8,-8.7,607,0,1522,,,,,,,8.8,270,1418,5.7,290,1421,2.6,2279,-18.4,17,1514,35.3,1.5,1018.5,1031.7,905,1027.9,1626,1029.7,11,9.5,1200,2.22,14.55,,,,,,1.8,1.6,-1.8,-10.3,-2.8,-1.8,-.4,.1,1,2.9,4.1,10.8,15,,2.8,0,
108,2013-02-21,-1.7,-5.3,424,2.5,1603,.08,,,,,0,9.1,230,1713,5.9,290,1504,2.5,2169,-11.8,25,1413,49,2.6,1018.8,1032.3,1042,1028,1800,1029.8,11.1,9,1200,2.25,13.68,,,,,,2.8,2.3,-.4,-7.4,-1.2,-1,-.4,.1,.9,2.9,4.2,10.7,14.9,,2.6,3.9,
108,2013-02-22,.5,-3.1,2351,4.3,1600,5.47,,,,,3.9,11.6,270,1721,6.8,270,1625,3.1,2680,-8.5,20,1724,57.1,3.6,1015,1028.9,2354,1024,1424,1025.9,11.1,7.4,1300,2.09,11.62,3.9,740,3.9,740,3.9,4.1,3.6,1,-4.8,.1,-.2,-.1,.1,1,2.9,4.3,10.7,14.8,,2.5,,
108,2013-02-23,-.9,-4.4,514,2.4,1424,,,,,,,14.8,290,1445,8.4,270,1507,3.7,3183,-11.5,23,1138,45.9,2.7,1017.8,1030.3,900,1026.6,1738,1028.8,11.1,9.7,1200,2.21,14.41,,,,,,.8,.8,.4,-5.7,-.8,-.4,-.1,.1,1,3.1,4.5,10.8,14.8,,1.7,,
108,2013-02-24,1.4,-2.4,731,5.3,1442,,,,,,,7.2,290,1459,4.6,290,1607,2.2,1867,-11.4,15,1555,42.4,2.7,1018.9,1031.5,941,1028.7,1736,1029.8,11.2,8.8,1100,2.13,13.03,,,,,,4.1,.3,1,-4.9,0,-.3,-.1,.1,1,3.1,4.5,10.8,14.8,,2.3,,
108,2013-02-25,3.3,-.7,435,8.6,1547,,,,,,,4.9,50,402,3.1,50,1022,1.7,1458,-9.5,23,1326,39.4,3.1,1018,1031.2,854,1026.3,2356,1028.8,11.2,6.2,1300,2.01,10.64,,,,,,7,3.1,2.1,-2.9,.9,-.2,-.1,.1,1,3,4.4,10.6,14.6,,3.3,,
108,2013-02-26,4.8,2.5,708,7.5,1413,.5,,,,,0,7.6,250,1212,5.1,200,1447,2.6,2234,-3.6,37,1152,56.4,4.9,1010,1026.3,1,1017.3,1726,1020.7,11.3,0,1200,.81,3.14,,,,,,8.6,4.4,1.6,.6,1.1,-.1,0,.1,1,3,4.5,10.6,14.6,,1,0,
108,2013-02-27,3.4,.8,813,8.8,1601,,,,,,,8.3,230,1354,5.5,250,1656,3,2622,-2,34,1522,69.5,5.3,1008.7,1021,2317,1018.1,1,1019.4,11.3,7,1200,2.25,13.21,,,,,,4.6,3,4,-3.3,2.8,.2,0,.1,1,3,4.5,10.5,14.5,,1.7,,
108,2013-02-28,6.7,-1.1,319,13.9,1526,1.5,,,,,1,11.6,270,2333,6.7,270,2342,2.9,2465,-3.3,16,1526,57.3,5,1005.5,1021.6,243,1011.1,1652,1016,11.3,6.7,1100,1.83,11.39,,,,,,5.4,2.4,4.9,-4,4.1,1.4,.1,.2,1,3,4.5,10.6,14.5,,2,4,
108,2013-03-01,.8,-2.4,2336,7.7,1,4.25,,,,,3,12.8,290,928,7.8,270,1052,4.8,4186,-7.3,35,1608,56.1,3.8,1006.3,1024.3,2306,1009.5,418,1017.1,11.4,9.1,1300,2.35,15.28,,,,,,3.8,2.3,3.5,-4.2,2.9,2.6,.7,.6,1,3,4.5,10.5,14.5,,1,,
108,2013-03-02,-.8,-4.4,628,3.1,1512,,,,,,,8.5,230,1321,5.5,270,1443,3.2,2753,-12.2,29,1246,42.6,2.4,1015.8,1028.9,1044,1024.1,1,1026.7,11.4,9.7,1100,2.26,14.67,,,,,,3.5,0,2.1,-6.7,.6,.7,.7,1.2,1,3.1,4.5,10.5,14.5,,2.6,,
108,2013-03-03,.4,-3.5,654,4.8,1525,,,,,,,8,230,1207,5.4,230,1457,2.9,2482,-9.4,26,1300,50.3,3.1,1012.3,1026.3,1,1020.7,1718,1023.1,11.5,10.4,1200,2.4,16.46,,,,,,1.8,.3,3.3,-5.5,1.4,1.3,1.2,1.4,1.1,3.1,4.6,10.5,14.5,,2.4,,
108,2013-03-04,3.1,-.7,255,8.9,1541,,,,,,,10.7,270,1615,7.4,250,1443,2.8,2449,-4.6,24,1434,58.6,4.4,1010.1,1024.6,2357,1018.4,1407,1020.8,11.5,5.8,1400,2.1,10.62,,,,,,4.6,4.6,3.6,-3.6,2.9,2.2,1.9,2,1,3,4.4,10.3,14.3,,2.3,,
108,2013-03-05,3.7,-.7,647,9.1,1420,,,,,,,8.9,230,1541,6.5,200,1608,3,2575,-5.9,23,1628,51.8,4,1013.8,1027.1,925,1022.2,1711,1024.5,11.5,10.7,1200,2.3,15.92,,,,,,0,0,5.2,-5.2,3.7,3.1,2.8,2.6,1.1,3.1,4.5,10.4,14.4,,2.8,,
108,2013-03-06,7.9,.9,449,14.3,1538,,,,,,,6,50,1031,4,70,832,2.2,1932,-5.1,24,1305,43.1,4.2,1009.2,1023.6,845,1014.4,2349,1019.7,11.6,6.9,1200,1.89,11.78,,,,,,1.6,.5,6.4,-2.8,5.1,4.1,3.6,3.3,1.4,3,4.4,10.3,14.2,,2.5,.5,
108,2013-03-07,8,4.3,2357,11.7,414,2.38,,,,,.5,11.4,230,453,7.4,230,454,3.7,3169,3.4,32,42,74.1,7.8,1001.2,1014.4,1,1010.3,1639,1011.6,11.6,2.2,1500,1.25,4.79,,,,,,7.9,6.1,8.1,4.1,6.9,5.7,5.1,4.6,3,3.2,4.5,10.3,14.2,,1,,
108,2013-03-08,8.5,3.8,423,14.1,1520,,,,,,,9.2,250,1210,5.8,250,1211,2.7,2351,2.2,45,1640,66,7.2,998.6,1012.2,2206,1006.7,1425,1008.9,11.6,6.1,1300,2.1,11.61,,,,,,3.6,2.5,9.6,.1,7.9,6.6,5.9,5.2,3.9,3.5,4.5,10.2,14.1,,1.8,,
108,2013-03-09,13.2,6.2,436,23.8,1528,,,,,,,14.1,290,2057,8.8,230,2021,4.3,3711,1.5,16,1312,48.8,6.9,996.5,1011.6,1,1000.5,1829,1006.7,11.7,9.4,1100,2.04,13.95,,,,,,1.5,1.5,12.4,1.9,9.8,8,7,6.2,4.9,4,4.8,10.3,14.2,,8.1,,
