년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2015,09,20,96828,73283,55707,17576,31.6,2015/09/20(20:00)
2015,09,19,96828,74695,59505,15190,25.5,2015/09/19(15:00)
2015,09,18,96828,82599,66562,16037,24.1,2015/09/18(17:00)
2015,09,17,96828,81586,66608,14978,22.5,2015/09/17(17:00)
2015,09,16,96828,82133,66232,15901,24,2015/09/16(17:00)
2015,09,15,96828,81410,66393,15017,22.6,2015/09/15(17:00)
2015,09,14,96828,81625,66672,14953,22.4,2015/09/14(17:00)
2015,09,13,96828,70323,53986,16337,30.3,2015/09/13(20:00)
2015,09,12,96828,72775,59147,13628,23,2015/09/12(11:00)
2015,09,11,96828,81573,67735,13838,20.4,2015/09/11(15:00)
2015,09,10,96828,80419,67993,12426,18.3,2015/09/10(01:00)
2015,09,09,96828,80598,67573,13025,19.3,2015/09/09(17:00)
2015,09,08,96828,82583,67206,15377,22.9,2015/09/08(17:00)
2015,09,07,96828,83216,68207,15009,22,2015/09/07(17:00)
2015,09,06,96828,74779,55172,19607,35.5,2015/09/06(20:00)
2015,09,05,96828,76266,62551,13715,21.9,2015/09/05(12:00)
2015,09,04,96828,83274,72121,11153,15.5,2015/09/04(15:00)
2015,09,03,96828,84154,71937,12217,17,2015/09/03(15:00)
2015,09,02,96828,84561,72236,12325,17.1,2015/09/02(15:00)
2015,09,01,96828,85102,72991,12111,16.6,2015/09/01(15:00)
2015,08,31,96828,87868,72639,15229,21,2015/08/31(15:00)
2015,08,30,96828,77848,57913,19935,34.4,2015/08/30(20:00)
2015,08,29,96828,77956,62100,15856,25.5,2015/08/29(15:00)
2015,08,28,96828,86244,70617,15627,22.1,2015/08/28(15:00)
2015,08,27,96828,86300,69840,16460,23.6,2015/08/27(15:00)
2015,08,26,96828,86665,67939,18726,27.6,2015/08/26(01:00)
2015,08,25,96828,86548,68423,18125,26.5,2015/08/25(11:00)
2015,08,24,96828,86169,73542,12627,17.2,2015/08/24(15:00)
2015,08,23,96828,76044,59361,16683,28.1,2015/08/23(20:00)
2015,08,22,96828,78190,64772,16410,27.6,2015/08/22(01:00)
2015,08,21,96828,87359,72231,15128,20.9,2015/08/21(15:00)
2015,08,20,96828,87278,74079,13199,17.8,2015/08/20(15:00)
2015,08,19,96828,87191,75218,11973,15.9,2015/08/19(15:00)
2015,08,18,96828,86170,75600,10570,14,2015/08/18(15:00)
2015,08,17,96828,87724,74469,13255,17.8,2015/08/17(17:00)
2015,08,16,96828,80270,59581,20689,34.7,2015/08/16(20:00)
2015,08,15,96828,81084,64512,16572,25.7,2015/08/15(15:00)
2015,08,14,96828,86408,69377,17031,24.5,2015/08/14(15:00)
2015,08,13,96828,87995,74160,13835,18.7,2015/08/13(15:00)
2015,08,12,96828,87919,73511,14408,19.6,2015/08/12(17:00)
2015,08,11,96828,87841,76028,11813,15.5,2015/08/11(15:00)
2015,08,10,96828,88000,76504,11496,15,2015/08/10(15:00)
2015,08,09,96828,79815,62661,17154,27.4,2015/08/09(21:00)
2015,08,08,96828,82097,69683,12414,17.8,2015/08/08(12:00)
2015,08,07,96828,89595,76916,12679,16.5,2015/08/07(15:00)
2015,08,06,96828,89876,75159,14717,19.6,2015/08/06(15:00)
2015,08,05,96828,90601,69924,20677,29.6,2015/08/05(17:00)
2015,08,04,96828,90475,67177,23298,34.7,2015/08/04(17:00)
2015,08,03,96828,89520,65735,23785,36.2,2015/08/03(17:00)
2015,08,02,96828,84378,60346,24032,39.8,2015/08/02(21:00)
2015,08,01,96828,83707,62162,21545,34.7,2015/08/01(15:00)
2015,07,31,96828,89766,74429,15337,20.6,2015/07/31(15:00)
2015,07,30,96828,89654,76696,12958,16.9,2015/07/30(15:00)
2015,07,29,96828,90010,74624,15386,20.6,2015/07/29(15:00)
2015,07,28,96828,89955,76179,13776,18.1,2015/07/28(15:00)
2015,07,27,96828,89481,73976,15505,21,2015/07/27(15:00)
2015,07,26,96828,80528,60454,20074,33.2,2015/07/26(21:00)
2015,07,25,96828,81887,64202,17685,27.5,2015/07/25(12:00)
2015,07,24,95681,88145,71742,16403,22.9,2015/07/24(12:00)
2015,07,23,95681,88247,75266,12981,17.2,2015/07/23(15:00)
2015,07,22,95681,89153,74740,14413,19.3,2015/07/22(15:00)
2015,07,21,95681,89942,73302,16640,22.7,2015/07/21(15:00)
2015,07,20,95681,89174,72128,17046,23.6,2015/07/20(15:00)
2015,07,19,95681,83966,57172,26794,46.9,2015/07/19(21:00)
2015,07,18,95681,85770,60151,25619,42.6,2015/07/18(15:00)
2015,07,17,95681,90868,67045,23823,35.5,2015/07/17(15:00)
2015,07,16,95681,90304,69032,21272,30.8,2015/07/16(15:00)
2015,07,15,95681,89665,73691,15974,21.7,2015/07/15(15:00)
2015,07,14,95681,89895,72249,17646,24.4,2015/07/14(15:00)
2015,07,13,95681,90691,67906,22785,33.6,2015/07/13(17:00)
2015,07,12,95681,84475,57062,27413,48,2015/07/12(21:00)
2015,07,11,95681,83597,65687,17910,27.3,2015/07/11(15:00)
2015,07,10,95681,89158,71612,17546,24.5,2015/07/10(15:00)
2015,07,09,95681,89194,69524,19670,28.3,2015/07/09(15:00)
2015,07,08,95681,90117,67481,22636,33.5,2015/07/08(15:00)
2015,07,07,95681,89693,67267,22426,33.3,2015/07/07(15:00)
2015,07,06,95681,89839,68718,21121,30.7,2015/07/06(15:00)
2015,07,05,95681,85946,54730,31216,57,2015/07/05(21:00)
2015,07,04,95681,87485,58508,28977,49.5,2015/07/04(15:00)
2015,07,03,95681,89885,67572,22313,33,2015/07/03(15:00)
2015,07,02,95681,89114,68058,21056,30.9,2015/07/02(15:00)
2015,07,01,95681,88897,67370,21527,32,2015/07/01(15:00)
2015,06,30,95681,87788,68545,19243,28.1,2015/06/30(15:00)
2015,06,29,95681,86322,69381,16941,24.4,2015/06/29(15:00)
2015,06,28,95681,80620,55007,25613,46.6,2015/06/28(21:00)
2015,06,27,95681,80748,59267,21481,36.2,2015/06/27(12:00)
2015,06,26,95681,86757,66006,20751,31.4,2015/06/26(15:00)
2015,06,25,95681,84325,68538,15787,23,2015/06/25(15:00)
2015,06,24,95681,84047,69882,14165,20.3,2015/06/24(15:00)
2015,06,23,95681,83419,69046,14373,20.8,2015/06/23(17:00)
2015,06,22,95681,83289,67716,15573,23,2015/06/22(15:00)
2015,06,21,95681,76306,54945,21361,38.9,2015/06/21(21:00)
2015,06,20,95681,78686,59363,19323,32.6,2015/06/20(12:00)
2015,06,19,95681,82650,68273,14377,21.1,2015/06/19(15:00)
2015,06,18,95681,82773,68456,14317,20.9,2015/06/18(16:00)
2015,06,17,95681,82024,68766,13258,19.3,2015/06/17(15:00)
2015,06,16,95681,82348,69508,12840,18.5,2015/06/16(16:00)
2015,06,15,95681,83188,69112,14076,20.4,2015/06/15(15:00)
2015,06,14,95681,78369,55037,23332,42.4,2015/06/14(21:00)
2015,06,13,95681,79295,60698,18597,30.6,2015/06/13(15:00)
2015,06,12,95681,82531,67843,14688,21.6,2015/06/12(17:00)
2015,06,11,95681,80871,67071,13800,20.6,2015/06/11(15:00)
2015,06,10,95681,79594,68573,11021,16.1,2015/06/10(15:00)
2015,06,09,95681,79795,66364,13431,20.2,2015/06/09(01:00)
2015,06,08,95681,79638,65474,14164,21.6,2015/06/08(17:00)
2015,06,07,95681,76856,53713,23143,43.1,2015/06/07(21:00)
2015,06,06,95681,74606,56114,18492,33,2015/06/06(15:00)
2015,06,05,95681,77774,63284,14490,22.9,2015/06/05(11:00)
2015,06,04,95681,78049,66264,11785,17.8,2015/06/04(15:00)
2015,06,03,95681,78028,65327,12701,19.4,2015/06/03(17:00)
2015,06,02,95681,79512,66172,13340,20.2,2015/06/02(15:00)
2015,06,01,95681,79227,65718,13509,20.6,2015/06/01(17:00)
2015,05,31,95681,75956,53681,22275,41.5,2015/05/31(21:00)
2015,05,30,95681,76038,58526,17512,29.9,2015/05/30(11:00)
2015,05,29,95681,76874,67107,9767,14.6,2015/05/29(15:00)
2015,05,28,95681,77532,66923,10609,15.9,2015/05/28(17:00)
2015,05,27,95681,76914,66092,10822,16.4,2015/05/27(17:00)
2015,05,26,95681,76617,65143,11474,17.6,2015/05/26(17:00)
2015,05,25,95681,73296,56379,16917,30,2015/05/25(21:00)
2015,05,24,95681,73939,51931,20590,39.6,2015/05/24(21:00)
2015,05,23,95681,72507,56701,15806,27.9,2015/05/23(12:00)
2015,05,22,95681,78663,63627,15036,23.6,2015/05/22(15:00)
2015,05,21,95681,77968,63145,14823,23.5,2015/05/21(17:00)
2015,05,20,95681,76699,62147,14552,23.4,2015/05/20(15:00)
2015,05,19,95681,76833,63092,13741,21.8,2015/05/19(17:00)
2015,05,18,95365,75638,62864,12774,20.3,2015/05/18(15:00)
2015,05,17,95365,72600,52474,20126,38.4,2015/05/17(21:00)
2015,05,16,95365,72529,56217,16312,29,2015/05/16(11:00)
2015,05,15,95365,78307,64069,14238,22.2,2015/05/15(15:00)
2015,05,14,95365,78219,63827,14392,22.5,2015/05/14(17:00)
2015,05,13,95365,78224,62025,16199,26.1,2015/05/13(17:00)
2015,05,12,95365,79682,61499,18183,29.6,2015/05/12(20:00)
2015,05,11,95365,79358,62407,16951,27.2,2015/05/11(17:00)
2015,05,10,95365,76585,52096,24489,47,2015/05/10(21:00)
2015,05,09,95365,76643,55800,20843,37.4,2015/05/09(11:00)
2015,05,08,95365,79521,62005,17516,28.2,2015/05/08(15:00)
2015,05,07,95365,78713,61489,17224,28,2015/05/07(17:00)
2015,05,06,95365,79932,61056,18876,30.9,2015/05/06(17:00)
2015,05,05,95365,78856,55179,23677,42.9,2015/05/05(21:00)
2015,05,04,95365,78474,57053,21421,37.5,2015/05/04(20:00)
2015,05,03,95365,75137,51611,23526,45.6,2015/05/03(21:00)
2015,05,02,95365,75723,53086,22637,42.6,2015/05/02(21:00)
2015,05,01,95365,78162,54959,23203,42.2,2015/05/01(21:00)
2015,04,30,95365,80456,62204,18252,29.3,2015/04/30(15:00)
2015,04,29,95365,79896,62500,17396,27.8,2015/04/29(01:00)
2015,04,28,95365,80029,62730,17299,27.6,2015/04/28(15:00)
2015,04,27,95365,80964,61897,19067,30.8,2015/04/27(17:00)
2015,04,26,95365,77061,52441,24620,46.9,2015/04/26(21:00)
2015,04,25,95365,78643,55101,23542,42.7,2015/04/25(11:00)
2015,04,24,95365,81058,61939,19119,30.9,2015/04/24(10:00)
2015,04,23,95365,81142,62522,18620,29.8,2015/04/23(10:00)
2015,04,22,95365,81554,62719,18835,30,2015/04/22(10:00)
2015,04,21,95365,81727,63196,18531,29.3,2015/04/21(10:00)
2015,04,20,95365,81806,65618,16188,24.7,2015/04/20(11:00)
2015,04,19,95365,77617,54102,23515,43.5,2015/04/19(23:00)
2015,04,18,95365,78532,56800,21732,38.3,2015/04/18(11:00)
2015,04,17,95365,82262,63104,19158,30.4,2015/04/17(10:00)
2015,04,16,95365,81764,65211,16553,25.4,2015/04/16(15:00)
2015,04,15,95365,81194,65086,16108,24.7,2015/04/15(10:00)
2015,04,14,95365,82017,65786,16231,24.7,2015/04/14(10:00)
2015,04,13,95365,80515,64956,15559,24,2015/04/13(11:00)
2015,04,12,95365,76842,54000,22842,42.3,2015/04/12(23:00)
2015,04,11,95365,80145,64409,15736,24.4,2015/04/11(10:00)
2015,04,10,95365,80145,64409,15736,24.4,2015/04/10(10:00)
2015,04,09,95365,79044,65751,13293,20.2,2015/04/09(10:00)
2015,04,08,95365,79635,66582,13053,19.6,2015/04/08(10:00)
2015,04,07,95365,80698,66436,14262,21.5,2015/04/07(10:00)
2015,04,06,95365,80882,65749,15133,23,2015/04/06(11:00)
2015,04,05,95365,77236,54596,22640,41.5,2015/04/05(23:00)
2015,04,04,95365,77017,56498,20519,36.3,2015/04/04(10:00)
2015,04,03,95365,83318,65030,18288,28.1,2015/04/03(10:00)
2015,04,02,95365,83739,64708,19031,29.4,2015/04/02(10:00)
2015,04,01,95365,85206,65584,19622,29.9,2015/04/01(11:00)
2015,03,31,95635,84751,65746,19005,28.9,2015/03/31(11:00)
2015,03,30,95365,84215,63670,20545,32.3,2015/03/30(10:00)
2015,03,29,95365,81444,54591,26853,49.2,2015/03/29(23:00)
2015,03,28,95365,81966,57762,24204,41.9,2015/03/28(10:00)
2015,03,27,95365,84373,66385,17988,27.1,2015/03/27(10:00)
2015,03,26,95365,85354,66899,18455,27.6,2015/03/26(10:00)
2015,03,25,95365,85329,67829,17500,25.8,2015/03/25(10:00)
2015,03,24,95365,84153,67669,16484,24.4,2015/03/24(10:00)
2015,03,23,94102,84643,66568,18075,27.2,2015/03/23(20:00)
2015,03,22,94102,76981,55520,21461,38.7,2015/03/22(23:00)
2015,03,21,94102,81538,57464,24074,41.9,2015/03/21(10:00)
2015,03,20,94102,83296,66148,17148,25.9,2015/03/20(10:00)
2015,03,19,94102,83965,66798,17167,25.7,2015/03/19(10:00)
2015,03,18,94102,83181,68802,14379,20.9,2015/03/18(10:00)
2015,03,17,94102,82075,68242,13833,20.3,2015/03/17(10:00)
2015,03,16,94102,81997,69413,12584,18.1,2015/03/16(10:00)
2015,03,15,94102,80077,57815,22262,38.5,2015/03/15(23:00)
2015,03,14,94102,80398,61622,18776,30.5,2015/03/14(11:00)
2015,03,13,94102,82119,71828,10291,14.3,2015/03/13(10:00)
2015,03,12,94102,83829,72718,11111,15.3,2015/03/12(10:00)
2015,03,11,94102,84174,73483,10691,14.5,2015/03/11(10:00)
2015,03,10,94102,84910,75375,9535,12.7,2015/03/10(01:00)
2015,03,09,94102,84130,70053,14077,20.1,2015/03/09(20:00)
2015,03,08,94102,80904,57792,23112,40,2015/03/08(01:00)
2015,03,07,94102,81505,62615,18890,30.2,2015/03/07(11:00)
2015,03,06,94102,85201,73317,11884,16.2,2015/03/06(10:00)
2015,03,05,94102,85795,74289,11506,15.5,2015/03/05(10:00)
2015,03,04,91402,87216,74800,11457,15.3,2015/03/04(10:00)
2015,03,03,94102,86423,74129,12294,16.6,2015/03/03(11:00)
2015,03,02,94102,87732,71982,15750,21.9,2015/03/02(10:00)
2015,03,01,94102,85648,59786,25862,43.3,2015/03/01(23:00)
2015,02,28,94102,86997,64908,22089,34,2015/02/28(11:00)
2015,02,27,94102,89400,73371,16029,21.8,2015/02/27(01:00)
2015,02,26,94102,88445,70678,17767,25.1,2015/02/26(10:00)
2015,02,25,94102,88372,71105,17267,24.3,2015/02/25(10:00)
2015,02,24,94102,88612,71195,17417,24.5,2015/02/24(10:00)
2015,02,23,94102,88324,71663,16661,23.2,2015/02/23(10:00)
2015,02,22,94102,86653,57926,28727,49.6,2015/02/22(24:00)
2015,02,21,94102,86220,54759,31461,57.5,2015/02/21(24:00)
2015,02,20,94102,85982,52756,32626,61.8,2015/02/20(24:00)
2015,02,19,94102,86270,52266,34004,65.1,2015/02/19(24:00)
2015,02,18,94102,88092,58143,29949,51.5,2015/02/18(01:00)
2015,02,17,94102,89268,69509,19759,28.4,2015/02/17(10:00)
2015,02,16,94102,89185,72707,16478,22.7,2015/02/16(11:00)
2015,02,15,94102,86990,60953,26037,42.7,2015/02/15(01:00)
2015,02,14,94102,84842,66381,18461,27.8,2015/02/14(10:00)
2015,02,13,94102,88296,75325,12971,17.2,2015/02/13(10:00)
2015,02,12,94102,88782,74263,14519,19.6,2015/02/12(10:00)
2015,02,11,94102,87281,74650,12631,16.9,2015/02/11(10:00)
2015,02,10,94102,88298,75019,13279,17.7,2015/02/10(10:00)
2015,02,09,94102,87926,78790,9136,11.6,2015/02/09(11:00)
2015,02,08,94102,86036,64160,21876,37.4,2015/02/08(24:00)
2015,02,07,94102,85284,66074,19210,29.1,2015/02/07(11:00)
2015,02,06,94102,88162,75326,12836,17,2015/02/06(10:00)
2015,02,05,94102,89353,75568,13785,18.2,2015/02/05(10:00)
2015,02,04,94102,88986,75795,13191,17.4,2015/02/04(10:00)
2015,02,03,94102,89487,76039,13448,17.7,2015/02/03(10:00)
2015,02,02,94102,89181,76071,13110,17.2,2015/02/02(11:00)
2015,02,01,94102,87725,61909,25816,41.7,2015/02/01(01:00)
2015,01,31,94102,88021,66124,21877,33.1,2015/01/31(11:00)
2015,01,30,94102,90133,75223,14910,19.8,2015/01/30(10:00)
2015,01,29,94102,90680,76407,14273,18.7,2015/01/29(10:00)
2015,01,28,94102,90033,76557,13476,17.6,2015/01/28(10:00)
2015,01,27,93201,90908,74412,14430,19.1,2015/01/27(10:00)
2015,01,26,93201,89867,73232,16635,22.7,2015/01/26(11:00)
2015,01,25,93201,90436,60041,30395,50.6,2015/01/25(01:00)
2015,01,24,93201,89975,64081,25894,40.4,2015/01/24(01:00)
2015,01,23,93201,92004,73957,18047,24.4,2015/01/23(10:00)
2015,01,22,93201,91587,73723,17864,24.2,2015/01/22(10:00)
2015,01,21,93201,91461,75544,15917,21.1,2015/01/21(11:00)
2015,01,20,93201,90433,76235,14198,18.6,2015/01/20(10:00)
2015,01,19,93201,90027,74564,15463,20.7,2015/01/19(11:00)
2015,01,18,93201,88913,62801,26112,41.6,2015/01/18(01:00)
2015,01,17,93201,88861,66531,22330,33.6,2015/01/17(11:00)
2015,01,16,92825,90210,75615,14595,19.3,2015/01/16(11:00)
2015,01,15,92825,90144,74662,15482,20.7,2015/01/15(10:00)
2015,01,14,92825,90287,76363,13924,18.2,2015/01/14(11:00)
2015,01,13,92825,91019,77150,13869,18,2015/01/13(10:00)
2015,01,12,92825,89953,76899,13054,17,2015/01/12(10:00)
2015,01,11,92825,88542,62260,26282,42.2,2015/01/11(11:00)
2015,01,10,92825,90179,66147,24032,36.3,2015/01/10(01:00)
2015,01,09,92825,90631,77107,13524,17.5,2015/01/09(11:00)
2015,01,08,92825,90501,77796,12705,16.3,2015/01/08(10:00)
2015,01,07,92825,90603,77597,13006,16.8,2015/01/07(10:00)
2015,01,06,92825,90377,74547,15830,21,2015/01/06(10:00)
2015,01,05,92825,89735,75118,14617,19.5,2015/01/05(11:00)
2015,01,04,92825,89554,61203,28826,46.3,2015/01/04(24:00)
2015,01,03,92825,89309,64079,25230,39.4,2015/01/03(11:00)
2015,01,02,92825,88904,69797,19107,27.4,2015/01/02(11:00)
2015,01,01,92825,87437,61739,25698,41.6,2015/01/01(24:00)
